Policy #,Policy_type,Policy year,Seller Number,Amount of coverage_policy (in dollar),Business_type_Seller,Industry_Seller,Date of establishment (Seller)
242,###,2015,119900,400000,Individual Business,Manufacturing,1988-05
243,One_buyer,2015,120000,9000,Individual Business,Manufacturing,1988-02
244,Multiple buyers,2015,120100,1391000,Corporation,Manufacturing,1989-06
244,Multiple buyers,2015,120100,1391000,Corporation,Manufacturing,1989-06
244,Multiple buyers,2015,120100,1391000,Corporation,Manufacturing,1989-06
244,Multiple buyers,2015,120100,1391000,Corporation,Manufacturing,1989-06
244,Multiple buyers,2015,120100,1391000,Corporation,Manufacturing,1989-06
244,Multiple buyers,2015,120100,1391000,Corporation,Manufacturing,1989-06
246,One_buyer,2015,120300,30000,Corporation,"Professional, Scientific, and Technical Services",1989-03
247,Multiple buyers,2015,120400,517000,Corporation,Wholesale Trade,1986-08
247,Multiple buyers,2015,120400,517000,Corporation,Wholesale Trade,1986-08
247,Multiple buyers,2015,120400,517000,Corporation,Wholesale Trade,1986-08
247,Multiple buyers,2015,120400,517000,Corporation,Wholesale Trade,1986-08
247,Multiple buyers,2015,120400,517000,Corporation,Wholesale Trade,1986-08
247,Multiple buyers,2015,120400,517000,Corporation,Wholesale Trade,1986-08
248,Multiple buyers,2015,120500,657000,Corporation,Manufacturing,1989-06
248,Multiple buyers,2015,120500,657000,Corporation,Manufacturing,1989-06
249,Multiple buyers,2015,120600,987000,Corporation,Manufacturing,1983-12
249,Multiple buyers,2015,120600,987000,Corporation,Manufacturing,1983-12
249,Multiple buyers,2015,120600,987000,Corporation,Manufacturing,1983-12
250,One_buyer,2015,120700,10000,Corporation,Manufacturing,1987-08
251,One_buyer,2015,120800,6000,Individual Business,Manufacturing,1985-05
252,One_buyer,2015,120900,1000,Corporation,Wholesale Trade,1989-06
253,One_buyer,2015,121000,100000,Individual Business,Manufacturing,1987-10
254,,2015,121100,#N/A,Corporation,Manufacturing,1989-12
255,Multiple buyers,2015,121200,1740000,Corporation,Manufacturing,1990-10
255,Multiple buyers,2015,121200,1740000,Corporation,Manufacturing,1990-10
255,Multiple buyers,2015,121200,1740000,Corporation,Manufacturing,1990-10
255,Multiple buyers,2015,121200,1740000,Corporation,Manufacturing,1990-10
255,Multiple buyers,2015,121200,1740000,Corporation,Manufacturing,1990-10
256,Multiple buyers,2015,121300,139000,Individual Business,Manufacturing,1986-07
256,Multiple buyers,2015,121300,139000,Individual Business,Manufacturing,1986-07
256,Multiple buyers,2015,121300,139000,Individual Business,Manufacturing,1986-07
256,Multiple buyers,2015,121300,139000,Individual Business,Manufacturing,1986-07
257,One_buyer,2015,121400,2000,Corporation,Manufacturing,1968-04
258,,2015,121500,#N/A,Corporation,Manufacturing,1990-05
259,Multiple buyers,2015,121600,1334000,Corporation,Manufacturing,1976-07
259,Multiple buyers,2015,121600,1334000,Corporation,Manufacturing,1976-07
259,Multiple buyers,2015,121600,1334000,Corporation,Manufacturing,1976-07
259,Multiple buyers,2015,121600,1334000,Corporation,Manufacturing,1976-07
259,Multiple buyers,2015,121600,1334000,Corporation,Manufacturing,1976-07
260,One_buyer,2015,121700,30000,Corporation,Wholesale Trade,1990-11
261,One_buyer,2015,121800,3000,Corporation,Manufacturing,1989-12
263,One_buyer,2015,122000,49000,Corporation,Manufacturing,1983-06
264,One_buyer,2015,122100,9000,Corporation,Manufacturing,1987-06
265,One_buyer,2015,122200,10000,Corporation,Manufacturing,1990-07
266,One_buyer,2015,122300,4000,Corporation,Manufacturing,1978-09
267,Multiple buyers,2015,122400,1431000,Corporation,Wholesale Trade,1977-08
267,Multiple buyers,2015,122400,1431000,Corporation,Wholesale Trade,1977-08
267,Multiple buyers,2015,122400,1431000,Corporation,Wholesale Trade,1977-08
267,Multiple buyers,2015,122400,1431000,Corporation,Wholesale Trade,1977-08
267,Multiple buyers,2015,122400,1431000,Corporation,Wholesale Trade,1977-08
268,One_buyer,2015,122500,40000,Corporation,Manufacturing,1991-02
269,One_buyer,2015,122600,10000,Individual Business,Wholesale Trade,1970-08
270,One_buyer,2015,122700,9000,Individual Business,Manufacturing,1964-02
271,Multiple buyers,2015,122800,743000,Corporation,Manufacturing,1993-07
271,Multiple buyers,2015,122800,743000,Corporation,Manufacturing,1993-07
271,Multiple buyers,2015,122800,743000,Corporation,Manufacturing,1993-07
271,Multiple buyers,2015,122800,743000,Corporation,Manufacturing,1993-07
271,Multiple buyers,2015,122800,743000,Corporation,Manufacturing,1993-07
271,Multiple buyers,2015,122800,743000,Corporation,Manufacturing,1993-07
272,###,2015,122900,160000,Individual Business,Manufacturing,1992-04
273,One_buyer,2015,123000,4000,Individual Business,Manufacturing,1992-07
274,One_buyer,2015,123100,35000,Individual Business,Manufacturing,1984-02
275,One_buyer,2015,123200,9000,Individual Business,Wholesale Trade,1996-05
276,Multiple buyers,2015,123300,90000,Corporation,Manufacturing,1995-03
278,One_buyer,2015,123500,50000,Individual Business,Manufacturing,1990-05
279,Multiple buyers,2015,123600,33000,Individual Business,Manufacturing,1993-03
281,One_buyer,2015,123800,10000,Corporation,Wholesale Trade,1989-01
282,One_buyer,2015,123900,50000,Corporation,"Professional, Scientific, and Technical Services",1983-08
283,One_buyer,2015,124000,20000,Corporation,Manufacturing,1989-11
284,One_buyer,2015,124100,400000,Corporation,Manufacturing,1994-08
285,Multiple buyers,2015,124200,2997000,Corporation,Manufacturing,1995-03
285,Multiple buyers,2015,124200,2997000,Corporation,Manufacturing,1995-03
285,Multiple buyers,2015,124200,2997000,Corporation,Manufacturing,1995-03
285,Multiple buyers,2015,124200,2997000,Corporation,Manufacturing,1995-03
285,Multiple buyers,2015,124200,2997000,Corporation,Manufacturing,1995-03
287,,2015,124300,#N/A,Corporation,Manufacturing,1995-07
288,Multiple buyers,2015,124400,1550000,Corporation,Manufacturing,1994-12
289,One_buyer,2015,124500,13000,Individual Business,Wholesale Trade,1998-04
290,Multiple buyers,2015,124600,1000000,Corporation,Manufacturing,1991-01
290,Multiple buyers,2015,124600,1000000,Corporation,Manufacturing,1991-01
290,Multiple buyers,2015,124600,1000000,Corporation,Manufacturing,1991-01
291,,2015,124700,#N/A,Corporation,Manufacturing,1975-01
292,One_buyer,2015,124800,9000,Individual Business,Manufacturing,1989-01
293,Multiple buyers,2015,124900,1500000,Corporation,Manufacturing,1986-07
293,Multiple buyers,2015,124900,1500000,Corporation,Manufacturing,1986-07
293,Multiple buyers,2015,124900,1500000,Corporation,Manufacturing,1986-07
293,Multiple buyers,2015,124900,1500000,Corporation,Manufacturing,1986-07
294,One_buyer,2015,125000,14000,Individual Business,Manufacturing,1992-04
295,One_buyer,2015,125100,10000,Individual Business,Manufacturing,1990-06
296,One_buyer,2015,125100,30000,Individual Business,Manufacturing,1990-06
297,One_buyer,2015,125100,30000,Individual Business,Manufacturing,1990-06
298,One_buyer,2015,125100,30000,Individual Business,Manufacturing,1990-06
300,One_buyer,2015,125300,20000,Corporation,Wholesale Trade,1988-12
301,Multiple buyers,2015,125400,380000,Corporation,Wholesale Trade,1989-10
302,Multiple buyers,2015,125500,2330000,Corporation,Manufacturing,1984-10
302,Multiple buyers,2015,125500,2330000,Corporation,Manufacturing,1984-10
302,Multiple buyers,2015,125500,2330000,Corporation,Manufacturing,1984-10
303,,2015,125600,#N/A,Corporation,Manufacturing,1995-01
304,,2015,125600,#N/A,Corporation,Manufacturing,1995-01
305,One_buyer,2015,125700,7000,Corporation,Manufacturing,1986-11
306,Multiple buyers,2015,125800,191000,Corporation,Wholesale Trade,1988-12
306,Multiple buyers,2015,125800,191000,Corporation,Wholesale Trade,1988-12
306,Multiple buyers,2015,125800,191000,Corporation,Wholesale Trade,1988-12
306,Multiple buyers,2015,125800,191000,Corporation,Wholesale Trade,1988-12
307,One_buyer,2015,125900,7000,Individual Business,Manufacturing,1987-06
308,Multiple buyers,2015,126000,1190000,Individual Business,Manufacturing,1986-08
309,One_buyer,2015,126100,4000,Individual Business,Wholesale Trade,1991-05
310,Multiple buyers,2015,126200,1297000,Corporation,Wholesale Trade,1988-02
310,Multiple buyers,2015,126200,1297000,Corporation,Wholesale Trade,1988-02
310,Multiple buyers,2015,126200,1297000,Corporation,Wholesale Trade,1988-02
310,Multiple buyers,2015,126200,1297000,Corporation,Wholesale Trade,1988-02
310,Multiple buyers,2015,126200,1297000,Corporation,Wholesale Trade,1988-02
311,Multiple buyers,2015,126300,302000,Corporation,Manufacturing,1991-03
312,One_buyer,2015,126400,6000,Corporation,Wholesale Trade,1990-01
314,Multiple buyers,2015,126600,1090000,Corporation,Wholesale Trade,1988-11
314,Multiple buyers,2015,126600,1090000,Corporation,Wholesale Trade,1988-11
314,Multiple buyers,2015,126600,1090000,Corporation,Wholesale Trade,1988-11
315,One_buyer,2015,126600,17000,Corporation,Wholesale Trade,1988-11
316,Multiple buyers,2015,126700,37000,Individual Business,Manufacturing,2011-11
317,One_buyer,2015,126800,14000,Corporation,Manufacturing,1990-04
319,Multiple buyers,2015,127000,1928000,Corporation,Manufacturing,1987-01
320,Multiple buyers,2015,127100,1280000,Corporation,Manufacturing,1989-07
321,Multiple buyers,2015,127200,2255000,Corporation,Manufacturing,1989-02
321,Multiple buyers,2015,127200,2255000,Corporation,Manufacturing,1989-02
321,Multiple buyers,2015,127200,2255000,Corporation,Manufacturing,1989-02
321,Multiple buyers,2015,127200,2255000,Corporation,Manufacturing,1989-02
321,Multiple buyers,2015,127200,2255000,Corporation,Manufacturing,1989-02
321,Multiple buyers,2015,127200,2255000,Corporation,Manufacturing,1989-02
322,One_buyer,2015,127300,1000,Individual Business,Wholesale Trade,1989-12
323,Multiple buyers,2015,127400,402000,Corporation,Manufacturing,1989-07
324,Multiple buyers,2015,127500,2127000,Corporation,Manufacturing,1991-04
324,Multiple buyers,2015,127500,2127000,Corporation,Manufacturing,1991-04
325,One_buyer,2015,127600,7000,Corporation,Transportation,1988-10
326,Multiple buyers,2015,127700,2435000,Corporation,Manufacturing,1981-04
326,Multiple buyers,2015,127700,2435000,Corporation,Manufacturing,1981-04
327,One_buyer,2015,127800,40000,Corporation,Wholesale Trade,1990-12
328,Multiple buyers,2015,127900,905000,Corporation,Utilities,1988-07
329,Multiple buyers,2015,128000,1000000,Corporation,Manufacturing,1988-11
329,Multiple buyers,2015,128000,1000000,Corporation,Manufacturing,1988-11
330,Multiple buyers,2015,128100,2862000,Corporation,Wholesale Trade,1989-12
330,Multiple buyers,2015,128100,2862000,Corporation,Wholesale Trade,1989-12
330,Multiple buyers,2015,128100,2862000,Corporation,Wholesale Trade,1989-12
330,Multiple buyers,2015,128100,2862000,Corporation,Wholesale Trade,1989-12
330,Multiple buyers,2015,128100,2862000,Corporation,Wholesale Trade,1989-12
330,Multiple buyers,2015,128100,2862000,Corporation,Wholesale Trade,1989-12
330,Multiple buyers,2015,128100,2862000,Corporation,Wholesale Trade,1989-12
331,Multiple buyers,2015,128200,703000,Corporation,Wholesale Trade,1991-03
331,Multiple buyers,2015,128200,703000,Corporation,Wholesale Trade,1991-03
331,Multiple buyers,2015,128200,703000,Corporation,Wholesale Trade,1991-03
331,Multiple buyers,2015,128200,703000,Corporation,Wholesale Trade,1991-03
332,One_buyer,2015,128300,12000,Corporation,Wholesale Trade,1990-10
333,One_buyer,2015,128400,30000,Corporation,Manufacturing,1991-03
334,One_buyer,2015,128500,69000,Corporation,Manufacturing,1990-05
335,One_buyer,2015,128600,1000,Corporation,Manufacturing,1988-10
336,###,2015,128700,30000,Corporation,Manufacturing,1989-01
337,Multiple buyers,2015,128800,519000,Corporation,Manufacturing,1987-07
338,One_buyer,2015,128900,15000,Individual Business,Manufacturing,1988-07
339,Multiple buyers,2015,129000,76000,Individual Business,Manufacturing,1992-08
340,One_buyer,2015,129100,577000,Corporation,Manufacturing,1987-10
341,Multiple buyers,2015,129200,333000,Individual Business,Manufacturing,1968-07
343,One_buyer,2015,129400,18000,Corporation,Manufacturing,1988-04
344,Multiple buyers,2015,129500,1052000,Corporation,Manufacturing,1989-12
344,Multiple buyers,2015,129500,1052000,Corporation,Manufacturing,1989-12
345,Multiple buyers,2015,129600,788000,Corporation,Manufacturing,1987-01
346,One_buyer,2015,129700,10000,Corporation,Manufacturing,1995-03
347,One_buyer,2015,129800,10000,Corporation,Wholesale Trade,1991-10
348,One_buyer,2015,129900,10000,Corporation,Manufacturing,1984-08
349,Multiple buyers,2015,130000,2989000,Corporation,Manufacturing,1990-05
349,Multiple buyers,2015,130000,2989000,Corporation,Manufacturing,1990-05
349,Multiple buyers,2015,130000,2989000,Corporation,Manufacturing,1990-05
349,Multiple buyers,2015,130000,2989000,Corporation,Manufacturing,1990-05
350,###,2015,130100,160000,Individual Business,Manufacturing,1989-08
351,Multiple buyers,2015,130200,878000,Corporation,Manufacturing,1985-03
351,Multiple buyers,2015,130200,878000,Corporation,Manufacturing,1985-03
352,One_buyer,2015,130200,50000,Corporation,Manufacturing,1985-03
353,Multiple buyers,2015,130300,755000,Corporation,Wholesale Trade,1991-08
353,Multiple buyers,2015,130300,755000,Corporation,Wholesale Trade,1991-08
354,One_buyer,2015,130400,8000,Corporation,Wholesale Trade,1991-10
355,One_buyer,2015,130500,10000,Corporation,Wholesale Trade,1987-10
356,Multiple buyers,2015,130600,129000,Corporation,Wholesale Trade,1991-10
356,Multiple buyers,2015,130600,129000,Corporation,Wholesale Trade,1991-10
358,Multiple buyers,2015,130800,253000,Corporation,Wholesale Trade,1988-12
358,Multiple buyers,2015,130800,253000,Corporation,Wholesale Trade,1988-12
358,Multiple buyers,2015,130800,253000,Corporation,Wholesale Trade,1988-12
359,Multiple buyers,2015,130900,1931000,Corporation,Manufacturing,1991-10
359,Multiple buyers,2015,130900,1931000,Corporation,Manufacturing,1991-10
360,Multiple buyers,2015,131000,1813000,Corporation,Manufacturing,1990-07
360,Multiple buyers,2015,131000,1813000,Corporation,Manufacturing,1990-07
360,Multiple buyers,2015,131000,1813000,Corporation,Manufacturing,1990-07
360,Multiple buyers,2015,131000,1813000,Corporation,Manufacturing,1990-07
360,Multiple buyers,2015,131000,1813000,Corporation,Manufacturing,1990-07
361,One_buyer,2015,131100,2000,Individual Business,Manufacturing,1990-05
362,Multiple buyers,2015,131200,1434000,Corporation,Manufacturing,1992-01
363,,2015,131300,#N/A,Individual Business,Manufacturing,1990-08
364,Multiple buyers,2015,131400,533000,Individual Business,Manufacturing,1982-01
364,Multiple buyers,2015,131400,533000,Individual Business,Manufacturing,1982-01
365,One_buyer,2015,131500,10000,Individual Business,Wholesale Trade,1984-12
366,One_buyer,2015,131600,15000,Corporation,Manufacturing,1987-09
367,Multiple buyers,2015,131700,153000,Individual Business,Wholesale Trade,1989-04
368,One_buyer,2015,131800,9000,Corporation,Manufacturing,1990-07
369,Multiple buyers,2015,131900,1337000,Corporation,Wholesale Trade,1987-11
369,Multiple buyers,2015,131900,1337000,Corporation,Wholesale Trade,1987-11
369,Multiple buyers,2015,131900,1337000,Corporation,Wholesale Trade,1987-11
369,Multiple buyers,2015,131900,1337000,Corporation,Wholesale Trade,1987-11
369,Multiple buyers,2015,131900,1337000,Corporation,Wholesale Trade,1987-11
369,Multiple buyers,2015,131900,1337000,Corporation,Wholesale Trade,1987-11
369,Multiple buyers,2015,131900,1337000,Corporation,Wholesale Trade,1987-11
369,Multiple buyers,2015,131900,1337000,Corporation,Wholesale Trade,1987-11
369,Multiple buyers,2015,131900,1337000,Corporation,Wholesale Trade,1987-11
369,Multiple buyers,2015,131900,1337000,Corporation,Wholesale Trade,1987-11
369,Multiple buyers,2015,131900,1337000,Corporation,Wholesale Trade,1987-11
369,Multiple buyers,2015,131900,1337000,Corporation,Wholesale Trade,1987-11
370,Multiple buyers,2015,132000,693000,Corporation,Wholesale Trade,1990-01
370,Multiple buyers,2015,132000,693000,Corporation,Wholesale Trade,1990-01
371,One_buyer,2015,132100,5000,Corporation,Manufacturing,1990-06
373,One_buyer,2015,132300,49000,Individual Business,Manufacturing,1990-11
374,One_buyer,2015,132400,6000,Corporation,Transportation,1990-06
375,One_buyer,2015,132500,37000,Corporation,Wholesale Trade,1991-08
376,One_buyer,2015,132600,6000,Corporation,Manufacturing,1988-12
377,Multiple buyers,2015,132700,806000,Corporation,Manufacturing,1991-03
377,Multiple buyers,2015,132700,806000,Corporation,Manufacturing,1991-03
377,Multiple buyers,2015,132700,806000,Corporation,Manufacturing,1991-03
378,One_buyer,2015,132800,1000,Individual Business,Manufacturing,1988-08
379,One_buyer,2015,132900,10000,Individual Business,Manufacturing,1991-10
380,One_buyer,2015,133000,8000,Individual Business,Manufacturing,2001-11
381,Multiple buyers,2015,133100,1574000,Corporation,Manufacturing,1991-12
382,One_buyer,2015,133200,9000,Corporation,Manufacturing,1991-02
383,One_buyer,2015,133300,10000,Corporation,Manufacturing,1981-02
384,Multiple buyers,2015,133400,1599000,Corporation,Wholesale Trade,1991-04
384,Multiple buyers,2015,133400,1599000,Corporation,Wholesale Trade,1991-04
384,Multiple buyers,2015,133400,1599000,Corporation,Wholesale Trade,1991-04
384,Multiple buyers,2015,133400,1599000,Corporation,Wholesale Trade,1991-04
385,One_buyer,2015,133500,10000,Corporation,Manufacturing,1991-12
386,,2015,133600,#N/A,Individual Business,Wholesale Trade,2000-02
387,One_buyer,2015,133700,10000,Individual Business,Manufacturing,2009-10
388,One_buyer,2015,133800,10000,Individual Business,Manufacturing,1991-07
389,Multiple buyers,2015,133900,889000,Corporation,Manufacturing,1991-12
